scian_2023,nombre
431110,Comercio al por mayor de abarrotes (comercio al por mayor por internet de abarrotes)
431121,Comercio al por mayor de carnes rojas (comercio al por mayor por internet de carne de aves)
431122,Comercio al por mayor de carne de aves (comercio al por mayor por internet de carne de aves)
431123,Comercio al por mayor de pescados y mariscos (comercio al por mayor por internet de pescados y mariscos)
431130,Comercio al por mayor de frutas y verduras frescas (comercio al por mayor por internet de frutas y verduras frescas)
431140,Comercio al por mayor de huevo (comercio al por internet mayor de huevo)
431150,"Comercio al por mayor de semillas y granos alimenticios, especias y chiles secos (comercio al por mayor por internet de semillas y granos alimenticios, especias y chiles secos)"
431160,Comercio al por mayor de leche y otros productos lácteos (comercio al por mayor por internet de leche y otros productos lácteos)
431170,Comercio al por mayor de embutidos (comercio al por mayor por internet de embutidos)
431180,Comercio al por mayor de dulces y materias primas para repostería (comercio al por mayor por internet de dulces y materias primas para repostería)
431191,Comercio al por mayor de pan y pasteles (comercio al por mayor por internet de pan y pasteles)
431192,Comercio al por mayor de botanas y frituras (comercio al por mayor por internet de botanas y frituras)
431193,Comercio al por mayor de conservas alimenticias (comercio al por mayor por internet de conservas alimenticias)
431194,Comercio al por mayor de miel (comercio al por mayor por internet de miel)
431199,"Comercio al por mayor de otros alimentos (comercio al por mayor por internet de paletas de hielo, helados, nieves, gelatinas, flanes, budines, y otros alimentos para consumo humano n.c.p.*)"
431211,Comercio al por mayor de bebidas no alcohólicas y hielo (comercio al por mayor por internet de bebidas no alcohólicas y hielo)
431212,Comercio al por mayor de vinos y licores (comercio al por mayor por internet de vinos y licores)
431213,Comercio al por mayor de cerveza (comercio al por mayor por internet de cerveza)
431220,"Comercio al por mayor de cigarros, puros y tabaco (comercio al por mayor por internet de cigarros, puros y tabaco)"
432111,"Comercio al por mayor de fibras, hilos y telas (comercio al por mayor por internet de fibras, hilos y telas)"
432112,Comercio al por mayor de blancos (comercio al por mayor por internet de blancos)
432113,Comercio al por mayor de cueros y pieles (comercio al por mayor por internet de cueros y pieles)
432119,"Comercio al por mayor de otros productos textiles (comercio al por mayor por internet de etiquetas, banderas, estandartes, cierres, pasamanería, productos tejidos de fibras duras naturales, productos de pelo natural o sintético, y otros productos textiles n.c.p.*)"
432120,"Comercio al por mayor de ropa, bisutería y accesorios de vestir (comercio al por mayor por internet de ropa, bisutería y accesorios de vestir)"
432130,Comercio al por mayor de calzado (comercio al por mayor por internet de calzado)
433110,Comercio al por mayor de productos farmacéuticos (comercio al por mayor por internet de productos farmacéuticos )
433210,Comercio al por mayor de artículos de perfumería y cosméticos (comercio al por mayor por internet de artículos de perfumería y cosméticos)
433220,Comercio al por mayor de artículos de joyería y relojes (comercio al por mayor por internet de artículos de joyería y relojes)
433311,Comercio al por mayor de grabaciones de audio y video en medios físicos (comercio al por mayor por internet de grabaciones de audio y video en medios físicos)
433312,Comercio al por mayor de juguetes y bicicletas (comercio al por mayor por internet de juguetes y bicicletas)
433313,Comercio al por mayor de artículos y aparatos deportivos (comercio al por mayor por internet de artículos y aparatos deportivos )
433410,Comercio al por mayor de artículos de papelería (comercio al por mayor por internet de artículos de papelería)
433420,Comercio al por mayor de libros (comercio al por mayor por internet de libros)
433430,Comercio al por mayor de revistas y periódicos (comercio al por mayor por internet de revistas y periódicos)
433510,Comercio al por mayor de electrodomésticos menores y aparatos de línea blanca (comercio al por mayor por internet de electrodomésticos menores y aparatos de línea blanca)
434111,"Comercio al por mayor de fertilizantes, plaguicidas y semillas para siembra (comercio al por mayor por internet de fertilizantes, plaguicidas y semillas para siembra)"
434112,"Comercio al por mayor de medicamentos veterinarios y alimentos para animales, excepto mascotas (comercio al por mayor por internet de medicamentos veterinarios y alimentos para animales)"
434211,"Comercio al por mayor de cemento, tabique y grava (comercio al por mayor por internet de cemento, tabique y grava)"
434219,"Comercio al por mayor de otros materiales para la construcción, excepto de madera y metálicos (comercio al por mayor por internet de productos de asfalto, láminas de acrílico y de asbesto, paneles de yeso, y otros materiales para la construcción n.c.p.*)"
434221,Comercio al por mayor de materiales metálicos para la construcción y la manufactura (comercio al por mayor por internet de materiales metálicos para la construcción y la manufactura)
434222,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial (comercio al por mayor por internet de productos químicos para la industria farmacéutica y para otro uso industrial)
434223,"Comercio al por mayor de envases en general, papel y cartón para la industria (comercio al por mayor por internet de envases en general, papel y cartón para la industria)"
434224,Comercio al por mayor de madera para la construcción y la industria (comercio al por mayor por internet de madera para la construcción y la industria)
434225,Comercio al por mayor de equipo y material eléctrico (comercio al por mayor por internet de equipo y material eléctrico )
434226,Comercio al por mayor de pintura (comercio al por mayor por internet de pintura)
434227,Comercio al por mayor de vidrios y espejos (comercio al por mayor por internet de vidrios y espejos)
434228,Comercio al por mayor de ganado y aves en pie (comercio al por mayor por internet de ganado y aves en pie)
434229,"Comercio al por mayor de otras materias primas para otras industrias (comercio al por mayor por internet de herrajes y chapas, tanques de gas, calderas, y otros productos para la industria en general n.c.p.*)"
434230,Comercio al por mayor de combustibles (comercio al por mayor por internet de combustibles)
434240,Comercio al por mayor de artículos desechables (comercio al por mayor por internet de artículos desechables)
434311,Comercio al por mayor de desechos metálicos (comercio al por mayor por internet de desechos metálicos)
434312,Comercio al por mayor de desechos de papel y de cartón (comercio al por mayor por internet de desechos de papel y de cartón)
434313,Comercio al por mayor de desechos de vidrio (comercio al por mayor por internet de desechos de vidrio)
434314,Comercio al por mayor de desechos de plástico (comercio al por mayor por internet de desechos de plástico)
434319,"Comercio al por mayor de otros materiales de desecho (comercio al por mayor por internet de madera, polietileno, fibras textiles, y otros materiales de desecho para reciclaje n.c.p.*)"
435110,"Comercio al por mayor de maquinaria y equipo agropecuario, forestal y para la pesca (comercio al por mayor por internet de maquinaria y equipo agropecuario, forestal y para la pesca)"
435210,Comercio al por mayor de maquinaria y equipo para la construcción y la minería (comercio al por mayor por internet de maquinaria y equipo para la construcción y la minería)
435220,Comercio al por mayor de maquinaria y equipo para la industria manufacturera (comercio al por mayor por internet de maquinaria y equipo para la industria manufacturera)
435311,"Comercio al por mayor de equipo de telecomunicaciones, fotografía y cinematografía (comercio al por mayor por internet de equipo de telecomunicaciones, fotografía y cinematografía)"
